"OePNV","kiezblocks","Fahrrad","Verbrenner","E_Fahrzeuge","DRT","Anwohnerparken","Besucherparken","CO2","Kosten","traffic","parking","KostenProKopf","KostenProErwachsener"
"dekarbonisiert","base","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,3497991500,0.85,0.5,920.524078947368,1143.13447712418
"stark","base","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,2997991500,0.75,0.5,788.945131578947,979.735784313726
"base","Innenstadt","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,3514071060,0.85,0.5,924.755541447368,1148.38923447712
"dekarbonisiert","Innenstadt","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,3464071060,0.85,0.5,911.597646710526,1132.04936519608
"stark","Innenstadt","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,2964071060,0.75,0.45,780.018699342105,968.650672385621
"base","ganze Stadt","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,3475114240,0.85,0.5,914.503746710526,1135.65824754902
"dekarbonisiert","ganze Stadt","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,3425114240,0.85,0.5,901.345851973684,1119.31837826797
"stark","ganze Stadt","stark","Verbot","Maut","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,2925114240,0.75,0.45,769.766904605263,955.919685457516
"base","base","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.85,841400000,0.95,0.85,221.421052631579,274.967320261438
"dekarbonisiert","base","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.85,791400000,0.95,0.85,208.263157894737,258.627450980392
"stark","base","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.75,291400000,0.85,0.8,76.6842105263158,95.2287581699346
"base","Innenstadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.8,819570000,0.95,0.85,215.676315789474,267.833333333333
"dekarbonisiert","Innenstadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.8,769570000,0.95,0.85,202.518421052632,251.493464052288
"stark","Innenstadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.75,269570000,0.85,0.8,70.9394736842105,88.09477124183
"base","ganze Stadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.75,789325000,0.95,0.8,207.717105263158,257.949346405229
"dekarbonisiert","ganze Stadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.75,739325000,0.95,0.8,194.559210526316,241.609477124183
"stark","ganze Stadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.7,239325000,0.85,0.75,62.9802631578947,78.2107843137254
"base","base","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.75,729325000,0.95,0.8,191.927631578947,238.341503267974
"dekarbonisiert","base","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.75,679325000,0.95,0.8,178.769736842105,222.001633986928
"stark","base","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.7,179325000,0.85,0.75,47.1907894736842,58.6029411764705
"base","Innenstadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.75,708336500,0.95,0.8,186.404342105263,231.482516339869
"dekarbonisiert","Innenstadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.7,658336500,0.95,0.8,173.246447368421,215.142647058823
"stark","Innenstadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.65,158336500,0.85,0.75,41.6675,51.743954248366
"base","ganze Stadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.7,679353750,0.9,0.75,178.777302631579,222.011029411765
"dekarbonisiert","ganze Stadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.7,629353750,0.9,0.75,165.619407894737,205.671160130719
"stark","ganze Stadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.6,129353750,0.85,0.75,34.0404605263158,42.2724673202614
"base","base","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.5,1998250000,0.9,0.75,525.855263157895,653.022875816994
"dekarbonisiert","base","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.5,1948250000,0.9,0.75,512.697368421053,636.683006535948
"stark","base","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1448250000,0.85,0.75,381.118421052632,473.28431372549
"base","Innenstadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.5,1916053000,0.9,0.75,504.22447368421,626.161111111111
"dekarbonisiert","Innenstadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.5,1866053000,0.9,0.75,491.066578947368,609.821241830065
"stark","Innenstadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1366053000,0.8,0.7,359.487631578947,446.422549019608
"base","ganze Stadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1826282500,0.9,0.75,480.600657894737,596.824346405229
"dekarbonisiert","ganze Stadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1776282500,0.9,0.75,467.442763157895,580.484477124183
"stark","ganze Stadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.4,1276282500,0.8,0.7,335.863815789474,417.085784313725
"base","base","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1766282500,0.9,0.75,464.811184210526,577.216503267974
"dekarbonisiert","base","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1716282500,0.9,0.75,451.653289473684,560.876633986928
"stark","base","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.4,1216282500,0.8,0.7,320.074342105263,397.477941176471
"base","Innenstadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1691047850,0.9,0.7,445.012592105263,552.630016339869
"dekarbonisiert","Innenstadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.45,1641047850,0.9,0.7,431.854697368421,536.290147058823
"stark","Innenstadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.4,1141047850,0.8,0.7,300.27575,372.891454248366
"base","ganze Stadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.4,1608618380,0.9,0.7,423.320625,525.692279411765
"dekarbonisiert","ganze Stadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.4,1558618380,0.9,0.7,410.162730263158,509.352410130719
"stark","ganze Stadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.35,1058618380,0.8,0.65,278.583782894737,345.953717320261
"base","base","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,-2e+05,0.75,0,-0.0526315789473684,-0.065359477124183
"dekarbonisiert","base","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-50200000,0.75,0,-13.2105263157895,-16.4052287581699
"stark","base","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-550200000,0.7,0,-144.789473684211,-179.803921568627
"base","Innenstadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,-5200000,0.75,0,-1.36842105263158,-1.69934640522876
"dekarbonisiert","Innenstadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-55200000,0.75,0,-14.5263157894737,-18.0392156862745
"stark","Innenstadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-555200000,0.7,0,-146.105263157895,-181.437908496732
"base","ganze Stadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,-10200000,0.75,0,-2.68421052631579,-3.33333333333333
"dekarbonisiert","ganze Stadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-60200000,0.75,0,-15.8421052631579,-19.6732026143791
"stark","ganze Stadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-560200000,0.7,0,-147.421052631579,-183.071895424837
"base","base","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,-70200000,0.75,0,-18.4736842105263,-22.9411764705882
"dekarbonisiert","base","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-120200000,0.75,0,-31.6315789473684,-39.281045751634
"stark","base","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-620200000,0.7,0,-163.210526315789,-202.679738562092
"base","Innenstadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,-75200000,0.75,0,-19.7894736842105,-24.5751633986928
"dekarbonisiert","Innenstadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-125200000,0.75,0,-32.9473684210526,-40.9150326797386
"stark","Innenstadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-625200000,0.7,0,-164.526315789474,-204.313725490196
"base","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0.01,-80200000,0.75,0,-21.1052631578947,-26.2091503267974
"dekarbonisiert","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-130200000,0.75,0,-34.2631578947368,-42.5490196078431
"stark","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","0,00 €/h",0,-630200000,0.7,0,-165.842105263158,-205.947712418301
"base","base","base","base","base","base","10 €/Jahr","2,00 €/h",0.35,63875000,0.35,0.7,16.8092105263158,20.8741830065359
"dekarbonisiert","base","base","base","base","base","10 €/Jahr","2,00 €/h",0.35,13875000,0.35,0.7,3.65131578947368,4.53431372549019
"stark","base","base","base","base","base","10 €/Jahr","2,00 €/h",0.3,-486125000,0.3,0.65,-127.927631578947,-158.864379084967
"base","Innenstadt","base","base","base","base","10 €/Jahr","2,00 €/h",0.35,55681250,0.35,0.65,14.6529605263158,18.1964869281046
"dekarbonisiert","Innenstadt","base","base","base","base","10 €/Jahr","2,00 €/h",0.35,5681250,0.35,0.65,1.49506578947368,1.85661764705882
"stark","Innenstadt","base","base","base","base","10 €/Jahr","2,00 €/h",0.3,-494318750,0.3,0.65,-130.083881578947,-161.542075163399
"base","ganze Stadt","base","base","base","base","10 €/Jahr","2,00 €/h",0.3,47487500,0.3,0.65,12.4967105263158,15.5187908496732
"dekarbonisiert","ganze Stadt","base","base","base","base","10 €/Jahr","2,00 €/h",0.3,-2512500,0.3,0.65,-0.661184210526316,-0.82107843137255
"stark","ganze Stadt","base","base","base","base","10 €/Jahr","2,00 €/h",0.3,-502512500,0.3,0.6,-132.240131578947,-164.21977124183
"base","base","stark","base","base","base","10 €/Jahr","2,00 €/h",0.3,-12512500,0.3,0.65,-3.29276315789474,-4.0890522875817
"dekarbonisiert","base","stark","base","base","base","10 €/Jahr","2,00 €/h",0.3,-62512500,0.3,0.65,-16.4506578947368,-20.4289215686275
"stark","base","stark","base","base","base","10 €/Jahr","2,00 €/h",0.3,-562512500,0.3,0.6,-148.029605263158,-183.827614379085
"base","Innenstadt","stark","base","base","base","10 €/Jahr","2,00 €/h",0.3,-20386880,0.3,0.65,-5.36496710526316,-6.6623774509804
"dekarbonisiert","Innenstadt","stark","base","base","base","10 €/Jahr","2,00 €/h",0.3,-70386880,0.3,0.65,-18.5228618421053,-23.0022467320261
"stark","Innenstadt","stark","base","base","base","10 €/Jahr","2,00 €/h",0.25,-570386880,0.25,0.6,-150.101809210526,-186.400939542484
"base","ganze Stadt","stark","base","base","base","10 €/Jahr","2,00 €/h",0.3,-28261250,0.3,0.6,-7.43717105263158,-9.23570261437909
"dekarbonisiert","ganze Stadt","stark","base","base","base","10 €/Jahr","2,00 €/h",0.3,-78261250,0.3,0.6,-20.5950657894737,-25.5755718954248
"stark","ganze Stadt","stark","base","base","base","10 €/Jahr","2,00 €/h",0.25,-578261250,0.25,0.6,-152.174013157895,-188.974264705882
"base","base","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,562100000,0.3,0.6,147.921052631579,183.692810457516
"dekarbonisiert","base","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,512100000,0.3,0.6,134.763157894737,167.352941176471
"stark","base","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,12100000,0.25,0.6,3.18421052631577,3.95424836601304
"base","Innenstadt","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,528995000,0.25,0.6,139.209210526316,172.874183006536
"dekarbonisiert","Innenstadt","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,478995000,0.25,0.6,126.051315789474,156.53431372549
"stark","Innenstadt","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,-21005000,0.25,0.55,-5.5276315789474,-6.86437908496736
"base","ganze Stadt","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,495890000,0.25,0.6,130.497368421053,162.055555555556
"dekarbonisiert","ganze Stadt","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,445890000,0.25,0.6,117.339473684211,145.71568627451
"stark","ganze Stadt","base","Maut","base","base","10 €/Jahr","2,00 €/h",0.15,-54110000,0.25,0.55,-14.2394736842105,-17.6830065359477
"base","base","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,435890000,0.25,0.6,114.707894736842,142.447712418301
"dekarbonisiert","base","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,385890000,0.25,0.6,101.55,126.107843137255
"stark","base","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.15,-114110000,0.25,0.55,-30.0289473684211,-37.2908496732026
"base","Innenstadt","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,405595500,0.25,0.55,106.735657894737,132.547549019608
"dekarbonisiert","Innenstadt","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,355595500,0.25,0.55,93.5777631578947,116.207679738562
"stark","Innenstadt","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.15,-144404500,0.2,0.55,-38.0011842105263,-47.1910130718955
"base","ganze Stadt","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.2,375301000,0.25,0.55,98.7634210526316,122.647385620915
"dekarbonisiert","ganze Stadt","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.15,325301000,0.25,0.55,85.6055263157895,106.307516339869
"stark","ganze Stadt","stark","Maut","base","base","10 €/Jahr","2,00 €/h",0.15,-174699000,0.2,0.5,-45.9734210526316,-57.0911764705882
"base","base","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.013465,57387500,0.3,0.6,15.1019736842105,18.7540849673203
"dekarbonisiert","base","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.003465,7387500,0.3,0.6,1.94407894736842,2.41421568627451
"stark","base","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.00315,-492612500,0.3,0.6,-129.634868421053,-160.984477124183
"base","Innenstadt","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.01329175,49513120,0.3,0.6,13.0297697368421,16.1807598039216
"dekarbonisiert","Innenstadt","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.00329175,-486880,0.3,0.6,-0.128125000000003,-0.159109477124187
"stark","Innenstadt","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.0029925,-500486880,0.25,0.55,-131.707072368421,-163.557802287582
"base","ganze Stadt","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.0131185,41638750,0.3,0.6,10.9575657894737,13.6074346405229
"dekarbonisiert","ganze Stadt","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.0031185,-8361250,0.3,0.6,-2.20032894736842,-2.73243464052288
"stark","ganze Stadt","base","Verbot","base","base","10 €/Jahr","2,00 €/h",0.002835,-508361250,0.25,0.55,-133.779276315789,-166.13112745098
"base","base","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.0131185,-18361250,0.3,0.6,-4.83190789473684,-6.00040849673203
"dekarbonisiert","base","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.0031185,-68361250,0.3,0.6,-17.9898026315789,-22.3402777777778
"stark","base","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.002835,-568361250,0.25,0.55,-149.56875,-185.738970588235
"base","Innenstadt","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.012962575,-25948190,0.25,0.55,-6.82847039473684,-8.47979983660131
"dekarbonisiert","Innenstadt","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.002962575,-75948190,0.25,0.55,-19.9863651315789,-24.8196691176471
"stark","Innenstadt","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.00269325,-575948190,0.25,0.55,-151.5653125,-188.218361928105
"base","ganze Stadt","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.01280665,-33535120,0.25,0.55,-8.82503289473684,-10.9591911764706
"dekarbonisiert","ganze Stadt","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.00280665,-83535120,0.25,0.55,-21.9829276315789,-27.2990604575163
"stark","ganze Stadt","stark","Verbot","base","base","10 €/Jahr","2,00 €/h",0.0025515,-583535120,0.25,0.5,-153.561875,-190.697753267974
"base","base","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.35,1341375000,0.35,0.7,352.993421052632,438.357843137255
"dekarbonisiert","base","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.35,1291375000,0.35,0.7,339.835526315789,422.017973856209
"stark","base","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,791375000,0.3,0.65,208.256578947368,258.619281045752
"base","Innenstadt","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.35,1269306250,0.35,0.65,334.027960526316,414.805964052287
"dekarbonisiert","Innenstadt","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.35,1219306250,0.35,0.65,320.870065789474,398.466094771242
"stark","Innenstadt","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,719306250,0.3,0.65,189.291118421053,235.067401960784
"base","ganze Stadt","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,1197237500,0.3,0.65,315.0625,391.25408496732
"dekarbonisiert","ganze Stadt","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,1147237500,0.3,0.65,301.904605263158,374.914215686275
"stark","ganze Stadt","base","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,647237500,0.3,0.6,170.325657894737,211.515522875817
"base","base","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,1137237500,0.3,0.65,299.27302631579,371.646241830065
"dekarbonisiert","base","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,1087237500,0.3,0.65,286.115131578947,355.30637254902
"stark","base","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,587237500,0.3,0.6,154.536184210526,191.907679738562
"base","Innenstadt","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,1071875620,0.3,0.65,282.072532894737,350.286151960784
"dekarbonisiert","Innenstadt","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,1021875620,0.3,0.65,268.914638157895,333.946282679739
"stark","Innenstadt","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.25,521875620,0.25,0.6,137.335690789474,170.547589869281
"base","ganze Stadt","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,1006513750,0.3,0.6,264.872039473684,328.926062091503
"dekarbonisiert","ganze Stadt","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.3,956513750,0.3,0.6,251.714144736842,312.586192810457
"stark","ganze Stadt","stark","base","Maut","base","10 €/Jahr","2,00 €/h",0.25,456513750,0.25,0.6,120.135197368421,149.1875
"base","base","base","Maut","Maut","base","10 €/Jahr","2,00 €/h",0.2,1315825000,0.2,0.55,346.269736842105,430.00816993464
"dekarbonisiert","base","base","Maut","Maut","base","10 €/Jahr","2,00 €/h",0.2,1265825000,0.2,0.55,333.111842105263,413.668300653595
"stark","base","base","Maut","Maut","base","10 €/Jahr","2,00 €/h",0.2,765825000,0.2,0.5,201.532894736842,250.269607843137
